,coldid,prodid
7597,602,7
7598,663,81
7599,1930,11
7600,2241,69
7601,706,199
7602,663,81
7603,836,131
7604,1825,11
7605,602,150
7606,201,99
7607,1965,35
7608,1718,69
7609,1538,7
7610,1348,11
7611,332,11
7612,1825,131
7613,815,150
7614,313,41
7615,234,81
7616,1350,35
7617,1168,11
7618,1947,35
7619,687,199
7620,550,150
7621,1965,150
7622,967,199
7623,1965,7
7624,2251,199
7625,687,41
7626,1348,11
7627,234,69
7628,2046,81
7629,762,81
7630,223,11
7631,1408,199
7632,1947,150
7633,2241,99
7634,815,69
7635,1538,150
7636,1168,199
7637,1348,150
7638,1538,11
7639,687,7
7640,1976,131
7641,399,11
7642,1217,99
7643,2289,35
7644,1976,131
7645,223,150
7646,386,35
7647,1168,41
7648,332,41
7649,741,41
7650,1997,199
7651,1350,69
7652,687,81
7653,815,7
7654,836,150
7655,1217,11
7656,678,199
7657,967,7
7658,1168,69
7659,1408,11
7660,1408,131
7661,1965,41
7662,1947,35
7663,706,11
7664,313,81
7665,550,131
7666,2241,69
7667,1976,131
7668,550,199
7669,1976,11
7670,762,131
7671,313,41
7672,762,81
7673,2251,35
7674,836,131
7675,741,41
7676,332,41
7677,1825,150
7678,1217,150
7679,1718,99
7680,1168,7
7681,550,81
7682,1901,131
7683,1350,81
7684,223,11
7685,1538,199
7686,313,199
7687,1825,199
7688,741,69
7689,1951,41
7690,1930,7
7691,2241,150
7692,663,99
7693,967,99
7694,1947,81
7695,1168,41
7696,706,41
7697,597,7
7698,706,131
7699,399,7
7700,1825,99
7701,741,131
7702,550,150
7703,1350,81
7704,706,41
7705,836,199
7706,550,69
7707,1350,99
7708,386,199
7709,2074,11
7710,1947,11
7711,2074,81
7712,2074,41
7713,1825,35
7714,386,11
7715,1901,11
7716,223,131
7717,1947,131
7718,1930,99
7719,706,35
7720,836,199
7721,1408,35
7722,1947,199
7723,602,35
7724,647,81
7725,815,11
7726,223,99
7727,647,199
7728,2289,199
7729,678,199
7730,386,199
7731,1947,35
7732,399,41
7733,597,150
7734,602,131
7735,550,41
7736,234,11
7737,1951,69
7738,706,150
7739,967,41
7740,762,199
7741,399,7
7742,201,41
7743,223,150
7744,2251,150
7745,1997,81
7746,223,35
7747,706,99
7748,1930,150
7749,1951,41
7750,2046,150
7751,1348,199
7752,663,199
7753,386,7
7754,815,7
7755,2074,199
7756,1217,35
7757,386,7
7758,602,199
7759,706,99
7760,1901,11
7761,1965,7
7762,332,150
7763,663,199
7764,386,81
7765,1168,199
7766,647,41
7767,647,7
7768,1350,199
7769,550,35
7770,1217,150
7771,313,69
7772,1976,7
7773,967,131
7774,1217,199
7775,597,150
7776,663,99
7777,1965,69
7778,550,7
7779,550,150
7780,1350,7
7781,1901,150
7782,2241,7
7783,602,11
7784,386,199
7785,967,131
7786,1951,150
7787,836,131
7788,1825,150
7789,1348,7
7790,399,41
7791,1947,81
7792,2289,99
7793,1217,150
7794,762,81
7795,201,99
7796,1901,41
7797,1976,81
7798,1168,199
7799,201,69
7800,1538,199
7801,597,131
7802,313,131
7803,1997,11
7804,223,35
7805,1930,69
7806,1718,150
7807,815,199
7808,602,11
7809,2046,11
7810,2046,7
7811,597,11
7812,687,41
7813,1825,69
7814,687,150
7815,1997,69
7816,1997,99
7817,741,199
7818,1718,81
7819,762,7
7820,1718,131
7821,1997,11
7822,836,199
7823,663,11
7824,399,81
7825,663,131
7826,815,150
7827,1348,7
7828,332,81
7829,602,69
7830,967,69
7831,602,7
7832,1951,35
7833,1947,99
7834,1901,69
7835,2289,99
7836,1350,7
7837,1976,35
7838,2046,150
7839,386,131
7840,550,131
7841,234,99
7842,550,99
7843,2241,150
7844,2241,41
7845,2251,41
7846,663,81
7847,1217,199
7848,967,69
7849,2046,150
7850,313,69
7851,836,99
7852,647,41
7853,762,150
7854,1951,199
7855,201,131
7856,223,35
7857,678,81
7858,678,7
7859,967,35
7860,1965,199
7861,1930,199
7862,1951,81
7863,1901,35
7864,1408,81
7865,1930,11
7866,967,7
7867,1168,35
7868,386,41
7869,967,7
7870,967,81
7871,1408,35
7872,1350,199
7873,597,81
7874,1901,41
7875,313,41
7876,1951,35
7877,2046,150
7878,1538,199
7879,1951,41
7880,201,199
7881,201,7
7882,1825,131
7883,762,69
7884,1538,150
7885,1930,7
7886,1168,11
7887,602,150
7888,1408,7
7889,1947,150
7890,201,41
7891,1217,131
7892,313,199
7893,1947,199
7894,678,150
7895,663,41
7896,1217,11
7897,1348,199
7898,1168,69
7899,1951,41
7900,1408,41
7901,1538,35
7902,550,99
7903,687,199
7904,1538,41
7905,313,131
7906,597,7
7907,815,150
7908,647,81
7909,1348,199
7910,836,35
7911,1947,150
7912,967,69
7913,967,99
7914,201,35
7915,1718,69
7916,2046,81
7917,1348,131
7918,1947,150
7919,602,7
7920,597,11
7921,597,131
7922,1538,41
7923,399,35
7924,234,41
7925,1965,99
7926,1951,199
7927,1951,41
7928,1538,81
7929,399,99
7930,1901,81
7931,1976,69
7932,762,69
7933,1350,150
7934,1348,69
7935,597,150
7936,647,35
7937,836,150
7938,836,11
7939,386,41
7940,1947,7
7941,2046,81
7942,2289,35
7943,815,131
7944,386,11
7945,234,69
7946,313,35
7947,1348,199
7948,1718,199
7949,967,69
7950,1538,199
7951,313,35
7952,1976,35
7953,663,11
7954,201,81
7955,1951,7
7956,1348,41
7957,399,11
7958,399,69
7959,1951,41
7960,706,150
7961,678,150
7962,399,199
7963,223,7
7964,2241,131
7965,1348,7
7966,836,35
7967,1997,99
7968,1350,150
7969,1217,11
7970,1825,7
7971,1997,41
7972,1168,69
7973,1168,35
7974,1217,11
7975,1825,69
7976,2251,131
7977,1168,7
7978,313,69
7979,1168,11
7980,762,99
7981,678,41
7982,234,11
7983,602,150
7984,741,99
7985,1825,41
7986,1965,81
7987,706,150
7988,836,81
7989,706,35
7990,2074,41
7991,2241,69
7992,332,69
7993,741,131
7994,678,81
7995,687,35
7996,967,41
7997,1930,199
7998,1947,150
7999,1217,150
8000,2251,81
8001,2251,69
8002,741,99
8003,1408,41
8004,2046,11
8005,1997,69
8006,1976,131
8007,2241,7
8008,1997,7
8009,1976,99
8010,1997,41
8011,602,35
8012,2241,35
8013,762,150
8014,1168,99
8015,386,81
8016,1825,199
8017,1901,99
8018,2251,150
8019,1901,131
8020,234,69
8021,1825,99
8022,386,199
8023,201,11
8024,2241,150
8025,223,99
8026,687,131
8027,2289,69
8028,1965,69
8029,967,35
8030,1718,41
8031,2241,7
8032,663,11
8033,678,199
8034,815,7
8035,663,131
8036,2289,35
8037,1951,81
8038,1217,11
8039,2251,69
8040,1951,7
8041,313,35
8042,223,131
8043,1951,199
8044,2241,150
8045,201,69
8046,706,41
8047,2074,69
8048,967,69
8049,313,99
8050,1930,150
8051,967,81
8052,1350,99
8053,967,150
8054,1538,11
8055,550,81
8056,2251,11
8057,762,11
8058,1348,99
8059,1997,7
8060,815,199
8061,1976,11
8062,1217,131
8063,1408,35
8064,1825,99
8065,2046,199
8066,815,35
8067,706,81
8068,647,99
8069,313,41
8070,597,131
8071,597,41
8072,550,41
8073,2074,7
8074,1217,99
8075,386,41
8076,687,35
8077,332,35
8078,1217,131
8079,1350,7
8080,2074,11
8081,2241,99
8082,647,35
8083,399,35
8084,663,99
8085,1348,35
8086,663,199
8087,1168,7
8088,2074,99
8089,1348,41
8090,1217,81
8091,234,11
8092,663,35
8093,602,81
8094,1538,35
8095,836,41
8096,762,99
8097,597,199
8098,1350,35
8099,313,41
8100,762,81
8101,597,99
8102,1350,41
8103,1901,7
8104,1976,41
8105,597,11
8106,967,81
8107,1901,41
8108,1217,99
8109,741,35
8110,2074,41
8111,1538,7
8112,815,99
8113,2241,35
8114,234,35
8115,1538,99
8116,1825,150
8117,1348,81
8118,597,7
8119,1350,11
8120,550,41
8121,1718,131
8122,2046,69
8123,223,199
8124,967,35
8125,2289,150
8126,1951,150
8127,663,99
8128,201,199
8129,597,99
8130,687,7
8131,2251,7
8132,687,35
8133,762,199
8134,1348,150
8135,1408,99
8136,2289,150
8137,706,41
8138,234,41
8139,678,199
8140,223,199
8141,836,41
8142,647,99
8143,1408,81
8144,815,131
8145,1718,81
8146,550,150
8147,2046,131
8148,687,199
8149,223,150
8150,1965,99
8151,550,7
8152,602,41
8153,386,99
8154,1901,41
8155,706,69
8156,1976,11
8157,1965,150
8158,2251,199
8159,1217,131
8160,332,11
8161,2251,131
8162,1348,81
8163,201,11
8164,332,69
8165,386,69
8166,1408,199
8167,1718,69
8168,1997,99
8169,815,81
8170,1718,7
8171,597,131
8172,967,81
8173,836,35
8174,687,131
8175,741,81
8176,678,41
8177,1217,11
8178,602,131
8179,2241,81
8180,550,35
8181,602,131
8182,1976,11
8183,1997,69
8184,399,41
8185,550,131
8186,1930,199
8187,1718,131
8188,1408,150
8189,313,41
8190,1930,81
8191,815,41
8192,1947,35
8193,706,99
8194,1718,11
8195,2251,99
8196,386,41
8197,2241,131
8198,550,69
8199,1901,35
8200,313,99
8201,647,199
8202,2251,150
8203,332,41
8204,2241,199
8205,1538,99
8206,1348,150
8207,399,99
8208,201,69
8209,1350,11
8210,2289,69
8211,1538,150
8212,647,11
8213,1168,7
8214,1217,99
8215,1901,81
8216,2074,150
8217,550,11
8218,2289,199
8219,967,41
8220,2074,35
8221,1930,11
8222,201,69
8223,1965,199
8224,663,99
8225,741,35
8226,2251,150
8227,1965,199
8228,223,150
8229,313,150
8230,1947,131
8231,313,11
8232,706,41
8233,1538,11
8234,967,81
8235,550,41
8236,550,35
8237,1947,150
8238,1976,41
8239,2241,131
8240,550,199
8241,1718,69
8242,647,131
8243,2046,150
8244,313,11
8245,741,7
8246,332,99
8247,1348,81
8248,762,150
8249,967,11
8250,1965,35
8251,2074,69
8252,836,199
8253,647,7
8254,1718,7
8255,1538,11
8256,234,81
8257,313,7
8258,313,131
8259,663,199
8260,1951,99
8261,597,199
8262,597,131
8263,234,81
8264,2241,7
8265,687,150
8266,332,81
8267,678,199
8268,597,41
8269,647,35
8270,762,81
8271,2289,41
8272,678,35
8273,678,199
8274,1408,199
8275,815,99
8276,602,131
8277,313,150
8278,2289,7
8279,602,7
8280,967,150
8281,1538,81
8282,1408,150
8283,2251,99
8284,223,99
8285,815,35
8286,836,199
8287,1976,199
8288,1965,99
8289,1825,99
8290,663,41
8291,234,41
8292,647,69
8293,1951,99
8294,687,81
8295,678,41
8296,1825,7
8297,836,99
8298,1965,41
8299,815,199
8300,1408,35
8301,1168,199
8302,1825,81
8303,663,99
8304,1976,7
8305,1538,99
8306,2046,150
8307,1901,41
8308,1976,199
8309,313,11
8310,550,99
8311,687,69
8312,762,69
8313,1538,41
8314,332,11
8315,1825,41
8316,1997,81
8317,1718,99
8318,2074,131
8319,741,7
8320,1965,99
8321,223,99
8322,234,150
8323,836,131
8324,647,99
8325,647,81
8326,706,81
8327,1930,41
8328,741,99
8329,647,150
8330,234,7
8331,687,150
8332,1951,99
8333,234,69
8334,2241,69
8335,1951,7
8336,386,131
8337,1825,69
8338,678,199
8339,386,11
8340,687,11
8341,1538,7
8342,313,11
8343,602,41
8344,967,41
8345,1965,7
8346,550,7
8347,313,69
8348,597,41
8349,201,81
8350,647,35
8351,1350,41
8352,1168,81
8353,2046,35
8354,1930,199
8355,1976,131
8356,1947,99
8357,2289,199
8358,313,11
8359,706,35
8360,1168,41
8361,1217,99
8362,678,35
8363,678,150
8364,332,150
8365,1997,41
8366,687,69
8367,234,99
8368,706,41
8369,706,41
8370,836,150
8371,1947,199
8372,1997,11
8373,762,69
8374,967,81
8375,332,69
8376,2251,99
8377,815,99
8378,2074,81
8379,706,11
8380,2046,81
8381,967,150
8382,2241,81
8383,687,69
8384,1901,7
8385,762,99
8386,663,81
8387,1901,11
8388,1997,150
8389,1997,41
8390,1718,99
8391,2046,131
8392,1901,35
8393,550,99
8394,1965,99
8395,1348,35
8396,663,7
8397,687,81
8398,1930,69
8399,1997,41
8400,1718,11
8401,2241,35
8402,1901,11
8403,1538,11
8404,2074,69
8405,201,35
8406,332,199
8407,1901,150
8408,550,11
8409,2074,150
8410,1718,131
8411,1348,41
8412,1217,11
8413,332,99
8414,1901,35
8415,1348,11
8416,2074,69
8417,1951,35
8418,967,35
8419,201,81
8420,1947,131
8421,678,99
8422,332,35
8423,386,7
8424,1951,69
8425,1976,150
8426,2046,11
8427,1718,69
8428,2046,69
8429,2241,150
8430,1825,7
8431,678,7
8432,597,7
8433,967,7
8434,1997,35
8435,647,150
8436,386,199
8437,836,150
8438,1217,199
8439,597,99
8440,597,11
8441,1348,7
8442,602,131
8443,678,7
8444,815,81
8445,1168,131
8446,1947,150
8447,1965,199
8448,2289,41
8449,2289,41
8450,678,99
8451,602,11
8452,2074,11
8453,706,41
8454,1951,81
8455,597,81
8456,1947,11
8457,1930,81
8458,1348,35
8459,762,99
8460,663,11
8461,1348,69
8462,2074,199
8463,741,99
8464,1976,81
8465,386,7
8466,678,35
8467,2241,41
8468,223,11
8469,687,199
8470,597,99
8471,1348,41
8472,223,131
8473,967,150
8474,2241,199
8475,1348,41
8476,234,199
8477,399,7
8478,550,7
8479,687,131
8480,2251,99
8481,234,35
8482,1825,99
8483,1901,69
8484,762,11
8485,741,81
8486,1348,99
8487,386,81
8488,602,41
8489,762,69
8490,223,11
8491,687,69
8492,1930,41
8493,1168,131
8494,597,131
8495,1976,11
8496,1168,131
8497,1965,11
8498,332,150
8499,386,41
8500,1976,131
8501,2241,41
8502,234,7
8503,1901,7
8504,399,11
8505,815,69
8506,836,81
8507,663,99
8508,2241,150
8509,234,11
8510,234,11
8511,332,69
8512,602,41
8513,741,199
8514,663,131
8515,201,81
8516,663,11
8517,1217,150
8518,1997,7
8519,1168,7
8520,836,7
8521,1997,69
8522,550,11
8523,1350,150
8524,741,11
8525,1348,99
8526,2241,69
8527,687,99
8528,663,81
8529,967,99
8530,1951,150
8531,223,11
8532,332,81
8533,1408,35
8534,1901,35
8535,1976,35
8536,386,99
8537,2241,131
8538,234,41
8539,967,81
8540,706,81
8541,201,69
8542,1217,11
8543,234,199
8544,1930,41
8545,762,11
8546,647,99
8547,1997,11
8548,2241,7
8549,647,81
8550,1168,41
8551,1538,150
8552,201,41
8553,1348,199
8554,706,150
8555,1951,69
8556,762,81
8557,1350,131
8558,967,99
8559,1350,131
8560,2046,81
8561,1976,35
8562,836,150
8563,550,131
8564,647,131
8565,1538,81
8566,332,35
8567,1350,7
8568,602,35
8569,602,11
8570,399,11
8571,1217,199
8572,550,150
8573,762,99
8574,1350,131
8575,597,7
8576,1350,69
8577,201,81
8578,313,81
8579,1718,199
8580,2289,35
8581,386,35
8582,223,69
8583,1825,41
8584,647,7
8585,223,41
8586,1718,199
8587,1947,81
8588,223,11
8589,647,99
8590,647,150
8591,386,99
8592,313,69
8593,1901,99
8594,1930,35
8595,2241,131
8596,687,81
8597,678,131
8598,1718,150
8599,597,35
8600,1951,81
8601,313,81
8602,2289,131
8603,815,7
8604,332,7
8605,1965,41
8606,1217,41
8607,1718,99
8608,1997,81
8609,2289,199
8610,741,35
8611,1965,150
8612,663,69
8613,647,7
8614,313,81
8615,1947,150
8616,201,41
8617,399,41
8618,1976,41
8619,1350,81
8620,2074,11
8621,597,150
8622,2251,81
8623,967,7
8624,597,199
8625,2046,35
8626,399,199
8627,1168,41
8628,706,41
8629,399,131
8630,1168,69
8631,678,7
8632,706,41
8633,967,199
8634,1997,150
8635,1538,41
8636,967,81
8637,663,11
8638,2241,150
8639,1930,150
8640,2046,150
8641,1976,7
8642,2074,199
8643,1348,131
8644,201,69
8645,1976,81
8646,663,131
8647,550,81
8648,678,7
8649,1997,150
8650,967,11
8651,1951,35
8652,399,7
8653,706,131
8654,687,69
8655,2251,35
8656,663,199
8657,1350,69
8658,1951,99
8659,313,99
8660,550,199
8661,741,41
8662,386,99
8663,597,11
8664,663,131
8665,815,11
8666,2046,81
8667,201,131
8668,1168,41
8669,1538,41
8670,2289,41
8671,1947,150
8672,706,7
8673,1965,69
8674,1408,41
8675,550,7
8676,2251,81
8677,647,199
8678,967,131
8679,1538,99
8680,1965,7
8681,2074,35
8682,1408,131
8683,1951,81
8684,550,199
8685,234,11
8686,1947,35
8687,2241,11
8688,836,69
8689,2241,81
8690,1718,199
8691,1951,7
8692,399,69
8693,836,99
8694,386,81
8695,2289,99
8696,1408,99
8697,386,81
8698,399,150
8699,663,199
8700,762,7
8701,1348,150
8702,741,69
8703,836,150
8704,399,81
8705,647,69
8706,678,199
8707,2241,7
8708,1901,199
8709,2046,35
8710,332,99
8711,663,69
8712,386,69
8713,2251,150
8714,663,11
8715,2251,7
8716,1901,199
8717,1168,131
8718,687,35
8719,550,7
8720,687,199
8721,313,150
8722,1348,35
8723,1538,81
8724,1825,131
8725,967,35
8726,1947,35
8727,1951,41
8728,1947,11
8729,663,69
8730,1217,11
8731,1408,99
8732,706,131
8733,1217,7
8734,1965,69
8735,1930,99
8736,2289,41
8737,1825,35
8738,1901,131
8739,1408,11
8740,815,131
8741,1350,7
8742,2241,199
8743,1168,150
8744,2241,7
8745,967,199
8746,386,11
8747,1965,11
8748,1901,131
8749,2251,69
8750,1951,99
8751,550,150
8752,1348,81
8753,1217,131
8754,1951,131
8755,1947,131
8756,815,199
8757,1951,69
8758,2046,99
8759,647,35
8760,1538,41
8761,815,131
8762,1951,199
8763,1976,99
8764,1718,199
8765,741,99
8766,1930,99
8767,2251,150
8768,1408,35
8769,741,150
8770,223,35
8771,1901,99
8772,647,7
8773,1965,7
8774,647,99
8775,1350,99
8776,836,7
8777,1168,69
8778,1408,99
8779,1825,131
8780,597,199
8781,2074,41
8782,2046,11
8783,550,11
8784,687,150
8785,836,150
8786,815,69
8787,201,41
8788,1538,99
8789,2074,69
8790,201,131
8791,550,199
8792,1348,81
8793,2251,81
8794,687,150
8795,815,199
8796,1350,35
8797,1718,41
8798,2289,41
8799,1965,199
8800,741,131
8801,2074,11
8802,550,35
8803,1997,7
8804,597,11
8805,1930,35
8806,1217,81
8807,815,99
8808,1930,150
8809,2289,7
8810,201,11
8811,1348,150
8812,762,11
8813,1217,150
8814,1965,99
8815,1951,81
8816,678,150
8817,1217,150
8818,399,131
8819,1408,199
8820,1825,7
8821,2046,81
8822,223,131
8823,1901,69
8824,1718,35
8825,663,131
8826,1930,99
8827,1997,131
8828,678,11
8829,386,7
8830,2046,11
8831,1348,81
8832,741,41
8833,1901,41
8834,967,69
8835,1348,199
8836,1947,199
8837,1930,69
8838,2251,69
8839,2046,41
8840,1217,41
8841,2241,35
8842,815,7
8843,741,7
8844,762,81
8845,1348,69
8846,1825,35
8847,1951,199
8848,1350,199
8849,234,69
8850,2289,99
8851,815,7
8852,1997,199
8853,741,131
8854,1951,131
8855,663,11
8856,815,41
8857,234,150
8858,602,35
8859,1408,131
8860,1168,41
8861,550,69
8862,647,150
8863,223,150
8864,1930,99
8865,678,35
8866,2046,150
8867,1538,199
8868,1947,35
8869,1538,69
8870,706,35
8871,663,199
8872,1348,7
8873,706,69
8874,663,199
8875,2241,131
8876,386,150
8877,234,7
8878,967,41
8879,687,131
8880,1408,69
8881,313,11
8882,2241,35
8883,1976,41
8884,836,69
8885,1951,35
8886,815,199
8887,201,99
8888,1168,41
8889,967,11
8890,762,199
8891,1168,41
8892,1947,41
8893,706,199
8894,550,81
8895,1718,41
8896,1168,35
8897,313,69
8898,2241,41
8899,1997,7
8900,1408,150
8901,1951,199
8902,762,35
8903,663,11
8904,399,81
8905,836,131
8906,597,131
8907,223,81
8908,967,199
8909,1951,99
8910,1718,150
8911,1408,81
8912,741,81
8913,1930,199
8914,2241,41
8915,234,41
8916,201,11
8917,399,199
8918,1951,7
8919,762,99
8920,2074,69
8921,836,41
8922,602,150
8923,741,69
8924,2074,7
8925,741,81
8926,1825,150
8927,234,81
8928,234,35
8929,836,69
8930,332,11
8931,1538,41
8932,1350,81
8933,836,41
8934,602,150
8935,2289,81
8936,550,131
8937,1408,69
8938,550,69
8939,2074,7
8940,332,99
8941,1976,35
8942,678,199
8943,201,7
8944,1947,69
8945,1997,35
8946,1997,69
8947,386,150
8948,1408,7
8949,1976,11
8950,687,35
8951,836,69
8952,1901,35
8953,967,199
8954,2046,199
8955,706,99
8956,1538,11
8957,706,150
8958,678,7
8959,602,150
8960,1930,7
8961,1168,35
8962,2046,7
8963,678,7
8964,762,69
8965,1408,69
8966,602,131
8967,1997,199
8968,602,99
8969,663,99
8970,1901,41
8971,2074,69
8972,399,199
8973,1930,41
8974,223,7
8975,2289,150
8976,1947,150
8977,602,199
8978,1947,11
8979,1947,35
8980,1965,81
8981,332,69
8982,1947,7
8983,647,35
8984,602,41
8985,1997,11
8986,967,69
8987,313,131
8988,1168,131
8989,2251,41
8990,1930,150
8991,201,11
8992,1825,35
8993,687,7
8994,1947,69
8995,1348,11
8996,1825,81
8997,815,99
8998,1965,131
8999,663,35
9000,2251,81
9001,1976,99
9002,706,11
9003,597,35
9004,1348,99
9005,1951,41
9006,678,150
9007,1350,35
9008,1951,150
9009,1997,41
9010,663,69
9011,550,150
9012,1408,150
9013,687,7
9014,1718,41
9015,967,150
9016,1965,150
9017,223,41
9018,1997,131
9019,1217,7
9020,1930,35
9021,967,11
9022,2241,69
9023,1348,41
9024,1901,199
9025,1825,150
9026,597,69
9027,678,41
9028,815,11
9029,687,11
9030,1408,7
9031,550,41
9032,201,81
9033,1965,11
9034,399,41
9035,1168,69
9036,815,35
9037,687,41
9038,647,99
9039,1930,11
9040,678,199
9041,967,11
9042,2241,69
9043,678,99
9044,234,41
9045,687,81
9046,647,11
9047,201,99
9048,1825,11
9049,836,199
9050,967,199
9051,1951,99
9052,602,199
9053,1997,81
9054,967,131
9055,597,81
9056,1976,199
9057,313,131
9058,2046,69
9059,1408,35
9060,1538,150
9061,815,11
9062,1168,150
9063,2046,35
9064,234,69
9065,663,131
9066,386,99
9067,550,131
9068,602,69
9069,1825,35
9070,1408,81
9071,2241,81
9072,1997,199
9073,1951,11
9074,2251,69
9075,1951,41
9076,223,69
9077,1408,35
9078,706,35
9079,1350,11
9080,2074,199
9081,762,199
9082,1976,131
9083,1718,41
9084,2251,11
9085,1976,11
9086,762,41
9087,1348,7
9088,332,41
9089,762,81
9090,678,41
9091,1901,7
9092,602,69
9093,597,41
9094,2289,81
9095,1951,41
9096,1348,69
9097,2241,199
9098,1408,150
9099,762,131
9100,647,150
9101,1217,69
9102,836,35
9103,1947,99
9104,1168,69
9105,386,99
9106,1538,199
9107,836,131
9108,2046,69
9109,1901,41
9110,2046,150
9111,1901,131
9112,201,81
9113,1947,69
9114,1168,41
9115,1217,41
9116,2241,99
9117,2251,35
9118,1901,41
9119,687,81
9120,706,11
9121,332,11
9122,1825,35
9123,1930,11
9124,2074,99
9125,1901,81
9126,741,150
9127,332,150
9128,2241,69
9129,1825,7
9130,602,35
9131,1538,11
9132,762,35
9133,550,81
9134,313,41
9135,313,35
9136,2046,131
9137,1965,99
9138,647,150
9139,2074,199
9140,1408,150
9141,1951,35
9142,762,131
9143,815,150
9144,1538,11
9145,234,199
9146,386,7
9147,967,69
9148,687,199
9149,2251,7
9150,1408,150
9151,1901,7
9152,1901,199
9153,597,81
9154,1930,199
9155,1348,11
9156,1538,81
9157,550,81
9158,2046,81
9159,647,69
9160,1168,81
9161,1997,7
9162,1965,150
9163,762,131
9164,2241,11
9165,1976,7
9166,1965,131
9167,1217,69
9168,2289,7
9169,2074,69
9170,2289,7
9171,1947,199
9172,2289,131
9173,1538,41
9174,706,99
9175,1930,131
9176,706,35
9177,2289,150
9178,1976,35
9179,647,150
9180,762,41
9181,1947,199
9182,1350,11
9183,1965,81
9184,815,41
9185,2046,35
9186,815,35
9187,2251,199
9188,1217,131
9189,1930,35
9190,2046,35
9191,201,41
9192,313,11
9193,332,69
9194,741,99
9195,647,99
9196,602,99
9197,663,7
9198,2074,35
9199,1538,7
9200,1901,150
9201,597,150
9202,678,99
9203,1901,69
9204,2251,35
9205,1997,199
9206,313,131
9207,1976,35
9208,1947,11
9209,234,11
9210,223,69
9211,1718,69
9212,386,150
9213,1965,131
9214,678,35
9215,597,150
9216,201,99
9217,1901,35
9218,1168,131
9219,663,81
9220,313,35
9221,647,150
9222,332,41
9223,1348,69
9224,1348,35
9225,234,35
9226,550,150
9227,2046,199
9228,597,199
9229,1951,199
9230,201,11
9231,2046,150
9232,836,41
9233,741,131
9234,836,150
9235,663,7
9236,1825,11
9237,1168,41
9238,687,150
9239,2289,150
9240,201,7
9241,223,35
9242,2289,150
9243,2074,35
9244,663,99
9245,762,7
9246,1825,35
9247,1930,131
9248,741,81
9249,678,35
9250,1168,150
9251,1965,81
9252,332,199
9253,663,99
9254,1947,35
9255,550,131
9256,313,81
9257,2251,99
9258,2289,99
9259,678,7
9260,1947,99
9261,201,131
9262,1350,131
9263,223,7
9264,706,99
9265,687,199
9266,2046,81
9267,2074,11
9268,2241,35
9269,234,41
9270,1168,35
9271,2289,7
9272,1951,131
9273,1901,131
9274,1350,41
9275,741,41
9276,663,35
9277,1997,69
9278,762,41
9279,678,199
9280,201,35
9281,1538,41
9282,1718,41
9283,201,199
9284,687,199
9285,550,11
9286,1901,7
9287,1538,199
9288,1997,81
9289,1825,150
9290,706,199
9291,1901,41
9292,332,11
9293,313,7
9294,1930,11
9295,762,35
9296,663,41
9297,2046,150
9298,762,99
9299,815,11
9300,2241,11
9301,967,99
9302,1718,81
9303,1538,99
9304,2074,131
9305,1951,7
9306,386,7
9307,1168,131
9308,706,41
9309,2046,81
9310,201,41
9311,1951,150
9312,1976,99
9313,1951,35
9314,1997,35
9315,399,69
9316,967,41
9317,1976,7
9318,332,41
9319,2074,7
9320,1718,150
9321,2251,69
9322,1408,7
9323,234,81
9324,663,7
9325,687,69
9326,1350,11
9327,234,131
9328,2289,69
9329,678,11
9330,1965,150
9331,1718,99
9332,223,131
9333,741,150
9334,597,41
9335,1350,199
9336,706,81
9337,1408,131
9338,706,99
9339,762,11
9340,1947,131
9341,602,41
9342,1217,35
9343,1947,81
9344,223,99
9345,815,131
9346,1408,41
9347,1965,41
9348,550,99
9349,687,99
9350,1350,150
9351,678,35
9352,647,35
9353,678,11
9354,1947,131
9355,1965,69
9356,1901,69
9357,836,199
9358,386,69
9359,663,7
9360,967,35
9361,1997,150
9362,1951,81
9363,687,99
9364,1350,69
9365,678,35
9366,687,35
9367,2046,150
9368,1997,7
9369,201,11
9370,663,150
9371,1930,99
9372,602,7
9373,1350,69
9374,706,99
9375,201,81
9376,1951,150
9377,2074,41
9378,602,7
9379,815,7
9380,687,150
9381,332,150
9382,223,7
9383,2046,150
9384,399,41
9385,1947,41
9386,2289,199
9387,1538,35
9388,2251,35
9389,550,131
9390,399,41
9391,1976,131
9392,201,69
9393,386,99
9394,2289,81
9395,2046,199
9396,550,81
9397,234,35
9398,741,41
9399,1930,199
9400,1965,199
9401,1348,199
9402,741,69
9403,687,7
9404,2241,69
9405,1930,131
9406,1951,7
9407,741,69
9408,201,35
9409,2241,131
9410,1168,35
9411,2251,99
9412,815,150
9413,647,99
9414,1947,7
9415,597,11
9416,332,35
9417,1976,35
9418,1168,150
9419,2289,99
9420,1350,41
9421,2046,11
9422,815,69
9423,2046,81
9424,967,11
9425,678,99
9426,1408,35
9427,597,41
9428,234,35
9429,1538,69
9430,2241,41
9431,2046,99
9432,1168,7
9433,1348,131
9434,313,35
9435,1217,11
9436,313,99
9437,1951,41
9438,663,41
9439,706,41
9440,201,150
9441,234,99
9442,1350,69
9443,386,81
9444,234,131
9445,967,7
9446,1348,131
9447,1825,11
9448,1408,7
9449,687,199
9450,815,199
9451,1965,41
9452,399,69
9453,399,131
9454,647,81
9455,706,7
9456,687,11
9457,741,99
9458,1217,99
9459,2074,35
9460,678,35
